date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:43	4896/4896	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:46%20GMT	https://www.molpi.com.ar/img/video-overlay.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/video-overlay.54.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:43	4876/4876	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:46%20GMT	https://www.molpi.com.ar/img/map.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/map.55.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:44	4880/4880	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:46%20GMT	https://www.molpi.com.ar/img/map-2.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/map-2.56.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:44	4906/4906	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:47%20GMT	https://www.molpi.com.ar/img/home-concept-icons.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/home-concept-icons.57.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:44	4894/4894	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:47%20GMT	https://www.molpi.com.ar/img/home-concept.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/home-concept.58.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:45	4904/4904	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:47%20GMT	https://www.molpi.com.ar/img/home-concept-item.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/home-concept-item.59.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:45	4886/4886	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:47%20GMT	https://www.molpi.com.ar/img/map-dark.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/map-dark.5a.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:45	4904/4904	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:48%20GMT	https://www.molpi.com.ar/img/home-concept-dark.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/home-concept-dark.5b.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:45	4914/4914	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:48%20GMT	https://www.molpi.com.ar/img/home-concept-item-dark.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/home-concept-item-dark.5c.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:46	4916/4916	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:48%20GMT	https://www.molpi.com.ar/img/home-concept-icons-dark.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/home-concept-icons-dark.5d.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:46	21200/21200	---M--	200	added ('OK')	image/png	etag:%22341489d95178d41:0%22	https://www.molpi.com.ar/img/arrows-dark.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/arrows-dark.png	(from https://www.molpi.com.ar/css/general.css)
15:24:46	4906/4906	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:49%20GMT	https://www.molpi.com.ar/img/history-thumb-dark.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/history-thumb-dark.5f.delayed	(from https://www.molpi.com.ar/css/general.css)
15:24:47	295/295	---M--	200	added ('OK')	image/png	etag:%221444c6f55178d41:0%22	https://www.molpi.com.ar/img/patterns/stripes.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/patterns/stripes.png	(from https://www.molpi.com.ar/css/elementos-generales.css)
15:24:47	4906/4906	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:50%20GMT	https://www.molpi.com.ar/img/video-overlay-dark.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/video-overlay-dark.61.delayed	(from https://www.molpi.com.ar/css/elementos-generales.css)
15:24:48	4902/4902	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:50%20GMT	https://www.molpi.com.ar/img/custom-underline.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/custom-underline.62.delayed	(from https://www.molpi.com.ar/css/elementos-generales.css)
15:24:48	19751/19751	---M--	200	added ('OK')	image/png	etag:%22d41cf1f55178d41:0%22	https://www.molpi.com.ar/img/patterns/worn_dots.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/patterns/worn_dots.png	(from https://www.molpi.com.ar/css/elementos-generales.css)
15:24:48	196/196	---M--	200	added ('OK')	image/png	etag:%223474ce75178d41:0%22	https://www.molpi.com.ar/img/patterns/az_subtle.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/patterns/az_subtle.png	(from https://www.molpi.com.ar/css/elementos-generales.css)
15:24:49	21203/21203	---M--	200	added ('OK')	image/png	etag:%22d4e9e5d95178d41:0%22	https://www.molpi.com.ar/img/arrows.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/arrows.png	(from https://www.molpi.com.ar/css/elementos-generales.css)
15:24:49	4880/4880	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:51%20GMT	https://www.molpi.com.ar/img/flags.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/flags.66.delayed	(from https://www.molpi.com.ar/css/elementos-generales.css)
15:24:49	4896/4896	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:24:51%20GMT	https://www.molpi.com.ar/img/history-thumb.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/history-thumb.67.delayed	(from https://www.molpi.com.ar/css/elementos-generales.css)
15:24:50	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229016d1746518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/fonts/revicons/revicons.eot?5510888	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/fonts/revicons/revicons90c6.eot	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:50	7536/7536	---M--	200	added ('OK')	font/x-woff	etag:%2210b20756518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/fonts/revicons/revicons.woff?5510888	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/fonts/revicons/revicons90c6.woff	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:50	11968/11968	---M--	200	added ('OK')	application/octet-stream	etag:%22f082e6746518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/fonts/revicons/revicons.ttf?5510888	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/fonts/revicons/revicons90c6.ttf	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:51	13691/13691	---M--	200	added ('OK')	image/svg+xml	etag:%229021e4746518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/fonts/revicons/revicons.svg?5510888	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/fonts/revicons/revicons90c6.svg	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:51	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%2270bc7f6d6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/css/openhand.cur	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/css/openhand.cur	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:51	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%223032ff6c6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/css/closedhand.cur	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/css/closedhand.cur	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:52	933/933	---M--	200	added ('OK')	image/png	etag:%2250e8476c6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/assets/gridtile.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/assets/gridtile.png	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:52	931/931	---M--	200	added ('OK')	image/png	etag:%2230f08c6c6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/assets/gridtile_white.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/assets/gridtile_white.png	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:52	938/938	---M--	200	added ('OK')	image/png	etag:%22d078646c6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/assets/gridtile_3x3.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/assets/gridtile_3x3.png	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:53	935/935	---M--	200	added ('OK')	image/png	etag:%22d083776c6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/assets/gridtile_3x3_white.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/assets/gridtile_3x3_white.png	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:53	184/184	---M--	200	added ('OK')	image/png	etag:%2250dd346c6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/assets/coloredbg.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/assets/coloredbg.png	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:53	2545/2545	---M--	200	added ('OK')	image/gif	etag:%227043ae6c6518d41:0%22	https://www.molpi.com.ar/vendor/rs-plugin/assets/loader.gif	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/rs-plugin/assets/loader.gif	(from https://www.molpi.com.ar/vendor/rs-plugin/css/settings.css)
15:24:54	3987/3987	---M-Z	200	added ('OK')	application/javascript	etag:%22fdf5a9edcdb4d71:0%22	https://www.molpi.com.ar/vendor/jquery.easy-pie-chart/jquery.easy-pie-chart.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/jquery.easy-pie-chart/jquery.easy-pie-chart.min.js	(from https://www.molpi.com.ar/distribuidores.html)
15:24:54	3624/3624	---M-Z	200	added ('OK')	application/javascript	etag:%223143b8edcdb4d71:0%22	https://www.molpi.com.ar/vendor/jquery.lazyload/jquery.lazyload.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/jquery.lazyload/jquery.lazyload.min.js	(from https://www.molpi.com.ar/distribuidores.html)
15:24:54	34875/34875	---M-Z	200	added ('OK')	application/javascript	etag:%22b2a35edcdb4d71:0%22	https://www.molpi.com.ar/vendor/isotope/jquery.isotope.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/isotope/jquery.isotope.min.js	(from https://www.molpi.com.ar/distribuidores.html)
15:24:55	20228/20228	---M-Z	200	added ('OK')	application/javascript	etag:%228b67deedcdb4d71:0%22	https://www.molpi.com.ar/vendor/magnific-popup/jquery.magnific-popup.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/magnific-popup/jquery.magnific-popup.min.js	(from https://www.molpi.com.ar/distribuidores.html)
15:24:55	4497/4497	---M-Z	200	added ('OK')	application/javascript	etag:%227f257efcdb4d71:0%22	https://www.molpi.com.ar/vendor/vide/vide.min.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/vendor/vide/vide.min.js	(from https://www.molpi.com.ar/distribuidores.html)
15:24:55	2606/2606	---M-Z	200	added ('OK')	application/javascript	etag:%22e525a6eccdb4d71:0%22	https://www.molpi.com.ar/js/views/view.contact.js	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/js/views/view.contact.js	(from https://www.molpi.com.ar/distribuidores.html)
15:24:56	1638/1638	---M-Z	200	added ('OK')	text/css	etag:%22f0d5d3256518d41:0%22	https://www.molpi.com.ar/css/particular_productos.css	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/css/particular_productos.css	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:57	2021451/2021451	---M--	200	added ('OK')	application/pdf	etag:%2258f6c8d9396bda1:0%22	https://www.molpi.com.ar/pdf/catalogo_general.pdf	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/pdf/catalogo_general.pdf	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:57	8325/8325	---M--	200	added ('OK')	image/png	etag:%221b3f1b2712d4d41:0%22	https://www.molpi.com.ar/img/products/plano_20x20.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/plano_20x20.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:57	15318/15318	---M--	200	added ('OK')	image/jpeg	etag:%2279e3514012d4d41:0%22	https://www.molpi.com.ar/img/products/vainilla_de_3_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/vainilla_de_3_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:57	35452/35452	---M--	200	added ('OK')	image/png	etag:%22a962234112d4d41:0%22	https://www.molpi.com.ar/img/products/vainilla_de_3_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/vainilla_de_3_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:58	15919/15919	---M--	200	added ('OK')	image/jpeg	etag:%22bda4f94112d4d41:0%22	https://www.molpi.com.ar/img/products/vainilla_de_4_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/vainilla_de_4_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:58	4930/4930	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:25:01%20GMT	https://www.molpi.com.ar/img/products/vainilla_de_4_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/vainilla_de_4_mosaico.80.delayed	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:58	15989/15989	---M--	200	added ('OK')	image/jpeg	etag:%22ff3f5b4212d4d41:0%22	https://www.molpi.com.ar/img/products/vainilla_de_5_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/vainilla_de_5_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:59	4930/4930	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:25:01%20GMT	https://www.molpi.com.ar/img/products/vainilla_de_5_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/vainilla_de_5_mosaico.82.delayed	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:59	14698/14698	---M--	200	added ('OK')	image/jpeg	etag:%224348d24212d4d41:0%22	https://www.molpi.com.ar/img/products/vainilla_de_6_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/vainilla_de_6_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:24:59	27698/27698	---M--	200	added ('OK')	image/png	etag:%22fff88b4312d4d41:0%22	https://www.molpi.com.ar/img/products/vainilla_de_6_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/vainilla_de_6_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:25:00	16177/16177	---M--	200	added ('OK')	image/jpeg	etag:%22f69eca12d4d41:0%22	https://www.molpi.com.ar/img/products/9_panes_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/9_panes_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:25:00	33695/33695	---M--	200	added ('OK')	image/png	etag:%22a792edb12d4d41:0%22	https://www.molpi.com.ar/img/products/9_panes_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/9_panes_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:25:00	18574/18574	---M--	200	added ('OK')	image/jpeg	etag:%22f7d8fd1912d4d41:0%22	https://www.molpi.com.ar/img/products/laja_20_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_20_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:25:00	43020/43020	---M--	200	added ('OK')	image/png	etag:%2249f5a71f12d4d41:0%22	https://www.molpi.com.ar/img/products/lisa_20_mosaico_b.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/lisa_20_mosaico_b.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:25:01	14193/14193	---M--	200	added ('OK')	image/jpeg	etag:%2231303f1f12d4d41:0%22	https://www.molpi.com.ar/img/products/lisa_20_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/lisa_20_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:25:01	40268/40268	---M--	200	added ('OK')	image/png	etag:%2273b77a1f12d4d41:0%22	https://www.molpi.com.ar/img/products/lisa_20_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/lisa_20_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:25:02	48472/48472	---M--	200	added ('OK')	image/jpeg	etag:%2291201f1c12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_n2_40x20_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_n2_40x20_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:25:02	4934/4934	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Apr%202025%2018:25:04%20GMT	https://www.molpi.com.ar/img/products/laja_20x40_yeso_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_20x40_yeso_mosaico.8c.delayed	(from https://www.molpi.com.ar/linea_moldes_para_pisos_20x20.html)
15:25:02	8102/8102	---M--	200	added ('OK')	image/png	etag:%228788292712d4d41:0%22	https://www.molpi.com.ar/img/products/plano_40x40.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/plano_40x40.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:03	26671/26671	---M--	200	added ('OK')	image/jpeg	etag:%229db271d12d4d41:0%22	https://www.molpi.com.ar/img/products/abanico_liso_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/abanico_liso_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:03	129962/129962	---M--	200	added ('OK')	image/png	etag:%22cf5a63f12d4d41:0%22	https://www.molpi.com.ar/img/products/abanico_liso_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/abanico_liso_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:03	31116/31116	---M--	200	added ('OK')	image/jpeg	etag:%22b3b44c1012d4d41:0%22	https://www.molpi.com.ar/img/products/abanico_rustico_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/abanico_rustico_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:04	174863/174863	---M--	200	added ('OK')	image/png	etag:%223bff31312d4d41:0%22	https://www.molpi.com.ar/img/products/abanico_rustico_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/abanico_rustico_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:04	20500/20500	---M--	200	added ('OK')	image/jpeg	etag:%223bc8341412d4d41:0%22	https://www.molpi.com.ar/img/products/adoquin_curvo_chico_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/adoquin_curvo_chico_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:04	144627/144627	---M--	200	added ('OK')	image/png	etag:%22fb1721412d4d41:0%22	https://www.molpi.com.ar/img/products/adoquin_curvo_chico_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/adoquin_curvo_chico_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:04	20889/20889	---M--	200	added ('OK')	image/jpeg	etag:%223374771412d4d41:0%22	https://www.molpi.com.ar/img/products/adoquin_curvo_grande_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/adoquin_curvo_grande_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:05	131189/131189	---M--	200	added ('OK')	image/png	etag:%22dfefd11412d4d41:0%22	https://www.molpi.com.ar/img/products/adoquin_curvo_grande_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/adoquin_curvo_grande_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:05	18106/18106	---M--	200	added ('OK')	image/jpeg	etag:%221f221e1512d4d41:0%22	https://www.molpi.com.ar/img/products/adoquin_recto_chico_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/adoquin_recto_chico_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:05	82038/82038	---M--	200	added ('OK')	image/png	etag:%22856c5e1512d4d41:0%22	https://www.molpi.com.ar/img/products/adoquin_recto_chico_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/adoquin_recto_chico_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:06	19490/19490	---M--	200	added ('OK')	image/jpeg	etag:%223f3b441512d4d41:0%22	https://www.molpi.com.ar/img/products/adoquin_recto_grande_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/adoquin_recto_grande_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:06	140369/140369	---M--	200	added ('OK')	image/png	etag:%227f6d901512d4d41:0%22	https://www.molpi.com.ar/img/products/adoquin_recto_grande_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/adoquin_recto_grande_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:06	16828/16828	---M--	200	added ('OK')	image/jpeg	etag:%22c336af1b12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_espaniola_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_espaniola_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:07	73344/73344	---M--	200	added ('OK')	image/png	etag:%22713da1b12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_espaniola_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_espaniola_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:07	20747/20747	---M--	200	added ('OK')	image/jpeg	etag:%221bf7941d12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_ladrillo_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_ladrillo_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:07	86555/86555	---M--	200	added ('OK')	image/png	etag:%22dd5071c12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_ladrillo_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_ladrillo_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:08	25241/25241	---M--	200	added ('OK')	image/jpeg	etag:%22a3781b1f12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_san_luis_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_san_luis_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:08	74353/74353	---M--	200	added ('OK')	image/png	etag:%22193472012d4d41:0%22	https://www.molpi.com.ar/img/products/laja_san_luis_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_san_luis_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:08	24952/24952	---M--	200	added ('OK')	image/jpeg	etag:%2221bf931e12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_san_luis_2_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_san_luis_2_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:09	157390/157390	---M--	200	added ('OK')	image/png	etag:%22ad21c81e12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_san_luis_2_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_san_luis_2_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:09	27582/27582	---M--	200	added ('OK')	image/jpeg	etag:%22196bd61e12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_san_luis_3_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_san_luis_3_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:09	145289/145289	---M--	200	added ('OK')	image/png	etag:%22ed53141f12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_san_luis_3_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_san_luis_3_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:10	12105/12105	---M--	200	added ('OK')	image/jpeg	etag:%22e362e11512d4d41:0%22	https://www.molpi.com.ar/img/products/cachada_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/cachada_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:10	104386/104386	---M--	200	added ('OK')	image/png	etag:%224b2111612d4d41:0%22	https://www.molpi.com.ar/img/products/cachada_mosaico.png	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/cachada_mosaico.png	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
15:25:10	29184/29184	---M--	200	added ('OK')	image/jpeg	etag:%22a15afb1d12d4d41:0%22	https://www.molpi.com.ar/img/products/laja_numero_2_octogonal_molde.jpg	C:/Mis%20lugares%20Web/Molpi/www.molpi.com.ar/img/products/laja_numero_2_octogonal_molde.jpg	(from https://www.molpi.com.ar/linea_moldes_para_pisos_40x40.html)
